titre_comm,comm,dateAvis,dateSejour,loc,note,photo,id
Pour les fans de Marvel,"Nous avons pris cet hôtel par dépit car nous voulions réserver à l'hôtel Disneyland mais il était en rénovation.Le hall d'entrée est magnifique,on est directement transporté dans l'univers de Marvel.Nous avons séjourné au premier étage,chambre 1170.La chambre était correcte mais sans plus.Bonne literie,mais il n'y avait aucun produit de beauté sur le lavabo sauf un petit savon (certes,il y en a dans la douche mais en grand format) et chose qui m'a le plus ennuyé,pas de mouchoirs du tout !Pas de brosse toilettes non plus.Pour le prix,on pourrait avoir tout ça il me semble.Le mur dans la salle de bain était abîmé,ça mériterait un coup de peinture.Niveau insonorisation,ce n'est pas terrible,nous avons été dérangé par la chambre 1168 malgré le mur en béton.Le petit-déjeuner est très…",Mihoko P a écrit un avis (juil. 2021),Date du séjour : juillet 2021,"Haute-Savoie, France",bubble_30,yes,"Mihoko P a écrit un avis (juil. 2021)Haute-Savoie, Francebubble_30"
BELLE REUSSITE,belle réussite sur le thème des héros Marvel le new york a été très bien rénové il est superbe moderne  a la hauteur de nos attentes tout le confort attendu la literie est au top les services sont la la déco est classe sans être envahissante  comme d’habitude les cast members sont merveilleux bravo disney,123coco1 a écrit un avis (juil. 2021),Date du séjour : juin 2021,"Marseille, France",bubble_50,no,"123coco1 a écrit un avis (juil. 2021)Marseille, Francebubble_50"
Ne vous blessez pas là-bas c est lamentable,"Suite à une envie de voir le bel hôtel Marvel et faire découvrir à ma jeune fille de 5 ans la magie de Disney, nous nous y sommes rendus en famille.  Ma femme et ma fille ont été servies. Il fait beau, on marche énormément, car des barrières partout qui vous font circuler dans un sens et dans un autre. Des boutiques fermées.  Nous avons envie d un bel endroit ouvert … bah le nouveau hôtel …. Chouette.  Sur le chemin ma fille se blesse au pied.  Nous demandons à l accueil de cet hôtel un pansement,  Ils me disent attendez un pompier arrive, très bien merci.  2 mn se passent , on me demande « vous êtes de l hôtel ? » Non juste de passage pour visiter et boire un verre.  Le monsieur me dit qu il ne fera rien pour moi.  Que je peux aller acheter mon paquet de pansements à la…",Thomas L a écrit un avis (juil. 2021),Date du séjour : juin 2021,"Paris, France",bubble_10,no,"Thomas L a écrit un avis (juil. 2021)Paris, Francebubble_10"
Excellent,Super à tous niveaux . Ils sont à l'écoute et aux petits soins . Personnel génial.  Chambre super . Nous sommes ravis et y retournerons avec plaisir . Restaurant et petit déjeuner parfait.  Je vous conseil vivement cet hôtel..,YANNICK MARCHAL a écrit un avis (juil. 2021),Date du séjour : juillet 2021,"None, None",bubble_50,no,"YANNICK MARCHAL a écrit un avis (juil. 2021)None, Nonebubble_50"
Une super week end en famille,"Merci, Nous avons passé un excellent séjour en famille. L’hôtel est top ils l’ont vraiment bien refait. Une décoration superbe, les chambres magnifiques avec de bons lits. Un personnel toujours souriant avec toujours un petit mot gentil que ce soit à la réception, au restaurant le downtown ( ou nous avions très bien mangé) , au skyline bar et sans oublié tout le personnel des 2 parcs ils font un super travail. Merci pour ce séjour les enfants étaient émerveillés et les grands aussi 😉",morgane1983 a écrit un avis (juil. 2021),Date du séjour : juin 2021,"Metz, France",bubble_50,yes,"morgane1983 a écrit un avis (juil. 2021)Metz, Francebubble_50"
Everything great except accident of suspended glass door,"We spent 3 days at this hotel (room 4250) from 14 to 16 July. Every thing was great, my child really loved the place. I could put 5/5 if there weren’t an accident of suspended glass door of WC. The attachments of door and cover bar were broken and fell down. It was really dangerous , especially for children.  I suspected there were an installation issue. I then recommend the hotel should check all the glass doors to avoid this kind of accident.   Besides above negative point, hotel has several positives : close to Disney pars, nice, clean with warm and very professional and friendly staff ( reception, baggage, restaurant,..).",ThienPhu V a écrit un avis (juil. 2021),Date du séjour : juin 2021,"Roques, France",bubble_30,no,"ThienPhu V a écrit un avis (juil. 2021)Roques, Francebubble_30"
Super!!,"Super hôtel, chambre très confortable. Très bon repas au Downtown Restaurant. Personnel au petit soin. Et de supers tableaux à admirer dans les couloirs. Il faut casser la tirelire mais franchement ça vaut le coup surtout en ces temps où partir en vacances est compliqué",Yas M a écrit un avis (juil. 2021),Date du séjour : juillet 2021,"None, None",bubble_50,no,"Yas M a écrit un avis (juil. 2021)None, Nonebubble_50"
Week-end au New York,"Nous avons passé un excellent moment à l'hôtel New York en chambre empire state club. Tout était parfait ! Le personnel est d'une extrême gentillesse,  notamment au lounge et au dowtown Restaurant. Mention spéciale au chef Philippe pour sa gentillesse et la qualité des plats proposés. Petit déjeuner et tea time du lounge au top également.  L'hôtel est vraiment magnifique. Seul tout petit bémol, Sms pour la disponibilité de la chambre reçu à 17h15 seulement..un peu tard A refaire !",anne sophie d a écrit un avis (juil. 2021),Date du séjour : juillet 2021,"None, None",bubble_50,yes,"anne sophie d a écrit un avis (juil. 2021)None, Nonebubble_50"
Everything nice and shiny,"We stayed at this hotel for two nights. Building is in top-notch state, beautiful, plenty of comics art, pool is nice, with a bathsuit vending machine as well, so no need for any special equipment to make use of that (however, there is no comics art in the pool area). Room was very modern and nice and also comfortable. We have not tried the bars, they were pretty packed with people. The staff was excellent, I can only say they were very helpful and professional. The only bit of a disappointment was the ""all you can eat breakfast served"" - this is of course due to COVID, so hopefully will disappear very soon. This is like dry water: you either have ""all you can eat from a buffet"" or the ""all you can order from a waiter that you can catch"". There are lots of people to be served…",wanderharken a écrit un avis (juil. 2021),Date du séjour : juin 2021,"Budapest, Hongrie",bubble_50,yes,"wanderharken a écrit un avis (juil. 2021)Budapest, Hongriebubble_50"
Bien !,"Séjour dans cet hôtel superbe.  A l arrivée on vous monte vos bagages en chambre sans supplément  On vous explique tout sur l hôtel et c est top. Les chambres sont belles , propres, lumineuses, fonctionnelles , rien à redire.  Le bar skyline est trop petit et trop d attente 20 min au minimum, dommage qu il n y ai pas de terrasse (vu que c est l été…)  Le dontown restaurant (buffet à volonté à table) le soir est super bon et pourtant je suis exigeante de base , franchement rien à redire.  Par contre beaucoup de monde , très bruyant ! Plein a 21h30 .  En revanche gros gros point noir : pas assez de serveurs ! Les pauvres ils courent partout de table en table …  Le petit déjeuné dans ce même restaurant est franchement bof et très cher !!!! , les portions sont a l assiette et…",olpasay a écrit un avis (juil. 2021),Date du séjour : juin 2021,"Saint-Étienne, France",bubble_40,yes,"olpasay a écrit un avis (juil. 2021)Saint-Étienne, Francebubble_40"
Bien mais trop cher pour ce que c’est !,"Après avoir passé 3 nuits, c’est une semi déception.  L’hôtel en lui même est super, bien refait, les Chambres sont belles, le mobilier est top, rien à redire.   Le problème c’est le standing affiché et les prix pratiqués avec un personnel pas au niveau.  Attendre 30 min pour aller au bar, et voir 11 staff galèrés pour 60 personne, incroyable. Au final 30 min a faire la queue car Disney a eu l’intelligence de faire 2 bars dont un qui ferme à 18h quand les gens ont envie de profiter de la terrasse, une aberration ! Et donc ensuite 30 min dans le bar sans venir nous prendre la commande. Cela est arrivé 2 fois, aucune excuse de nous voir partir…  Le restaurant c’est trop cher pour ce que c’est, et encore une fois, près de 20 serveurs dans un resto semi vide pas fichu de suivre une…",Strange73 a écrit un avis (juil. 2021),Date du séjour : juin 2021,"Challes-les-Eaux, France",bubble_30,no,"Strange73 a écrit un avis (juil. 2021)Challes-les-Eaux, Francebubble_30"
un hôtel-musée incontournable pour les fans de l'univers Marvel,"Nous avons séjournés 2 nuits dans l'hôtel New York - The Art of Marvel en chambre Empire Club State avec vue sur le Lac. Cet hôtel-musée est un incontournable pour tous les fans de l'univers Marvel qu'ils soient grands ou petits. On peut y admirer de nombreuses oeuvres ainsi qu'une armure unique d'Iron Man. Les chambres sont grandes et la décoration raffinée. Je vous conseille vraiment de profiter à fond de cet hôtel et de vous rendre à la piscine (inspirée du métro new-yorkais), au restaurant Manhattan (avec son lustre inspiré d'Asgard), au Skyline bar et au super héro station pour y rencontrer notamment Spiderman.",Stéphan J a écrit un avis (juil. 2021),Date du séjour : juin 2021,"Fontaines-sur-Saône, France",bubble_50,yes,"Stéphan J a écrit un avis (juil. 2021)Fontaines-sur-Saône, Francebubble_50"
Una vera galleria d'arte marvel,"Fresco di restauro il New York The Art Of Marvel è una vera chicca, vanta della felice posizione  a ridosso del disney Village quindi vicino al parco, completamente ristrutturato in tema marvel il New York è una vera galleria di opere d'arte,  al suo interno ci sono 2 splendidi ristoranti con cucina italiana e internazionale, camere molto belle e curate con la giusta innovazione tecnologica.  Personale gentile e professionale,  servizi al top. Noi avevamo una camera empire con servizi personalizzati, colazione privata abbondante e in li e con le regole covid. Piscina completamente ristrutturata, molto bella e pulita. Lo consiglio, vivrete un esperienza magica e indimenticabile.",SubZero a écrit un avis (juil. 2021),Date du séjour : juin 2021,"Pistoia, Italie",bubble_50,yes,"SubZero a écrit un avis (juil. 2021)Pistoia, Italiebubble_50"
Extra!!!!,"Un séjour super!!! A peine partis, nous avons prévu de revenir!!!  Arrivée très tôt (07h30)le premier jour, nous sommes accueillis par un cast member adorable, Mario José, qui s’est arrangé pour nous offrir un café alors que tout était encore fermé et nous a obtenu les cartes de la chambres plus tôt, vu qu’elle était prête.  Le personnel est au petit soin, agréable, sourient. La chambre est superbe, avec une vue extraordinaire !! Hyper propre!! Pas de ménage pendant le séjour pour éviter les aller retour et risque de contamination mais tout est expliquer par avance.  Le bar de l’hôtel est vraiment top avec quelques surprises en étant bien attentif !!! Décor génial, comme tout le reste de l’hôtel!! Personnel efficace et très agréable.  De même pour le restaurant service à table,…",Sand R a écrit un avis (juil. 2021),Date du séjour : juin 2021,"Carhaix-Plouguer, France",bubble_50,no,"Sand R a écrit un avis (juil. 2021)Carhaix-Plouguer, Francebubble_50"
Do NOT pay for the Club Level!,"While the remodel of 'Disneyland Paris Hotel New York - The Art of Marvel' (it so easily slips off the tongue!) is a good thing, with a sleek new lobby, a fun couple of bars and a very nice Manhattan Restaurant, our very expensive Club Level room was awful. Small and with a tiny window--- and a handicapped bathroom that spilled water all over the floor. The Empire Club Lounge was a depressing cafeteria style room, but with no buffet. Slow service and nothing to offer to drink. We had to pay for drinks. Which were terrible and very expensive. 40 Euros for a glass of wine and a beer and it took a half an hour. Also check in took FOREVER. Go to the hotel. DO NOT GET A CLUB ROOM.",Andrew F a écrit un avis (juil. 2021),Date du séjour : juillet 2021,"None, None",bubble_30,no,"Andrew F a écrit un avis (juil. 2021)None, Nonebubble_30"
