titre_commentaire,commentaire,Mois_Avis,Annee_Avis,Ville,Pays,Mois_Sejour,Annee_Sejour,Note,Photo,langue,latitude_city,longitude_city,Pays_recod,Contient_recod,lat_Pays,Lon_Pays,Ville_recod
"Moderne, fun, véritable hôtel « L'hôtel est aussi la destination »…","Hôtel moderne, propre et amusant ""l'hôtel est la destination""… Ma femme et mon enfant de 3 ans ont passé 6 nuits ici. Quel endroit fabuleux. * Chambres spacieuses, installations modernes - grande sensation de propreté qui était très rassurante. Au début, vous n'appréciez pas tout à fait l'échelle de l'endroit (c'est grand!) Avec de superbes boutiques, des restos, 2 bars, une piscine incroyable et des activités amusantes pour les plus petits. Il y a une super ambiance avec de la musique, de l'air parfumé et un bourdonnement de gens heureux partout quand ils sont occupés * Des membres de l'équipe motivés et enthousiastes partout - font vraiment la différence .. * Le thème Marvel est génial! Nous ne sommes même pas des fans de Marvel et nous l'avons vraiment apprécié. La station de super-héros est géniale - préparez vos caméras. L'œuvre d'art est un vrai régal (même pour les non-amateurs de Marvel) vraiment bonne. *…",septembre,2021,None, None,août,2021,5,yes,en,44.933143,7.540121,None,None,None,None,None
WOW,"Notre première expérience à Paris a été avec le concierge et la réception de l'Empire State Club. Personnel absolument incroyable. Très gentil et informatif. Nous avons dit à Nair que nous rendions visite parce que c'était notre lune de miel. Elle a fait décorer la chambre pour nous ! Tout le monde était si gentil. Merci de nous accueillir ! Propre, très proche du parc, a d'excellents restaurants, la piscine est incroyable, un bel art, les lits sont confortables, puis-je en dire plus ? PS été dans de nombreux hôtels de Disney aux États-Unis et celui-ci est définitivement dans mon top deux!",septembre,2021,None, None,août,2021,5,yes,en,44.933143,7.540121,None,None,None,None,None
"Très bel hôtel, personnel très sympathique, nourriture médiocre","Un bel hôtel (neuf) avec de belles chambres. Très très cher. Nous avions réservé une chambre Empire State Club. L'accueil a été royal. Les bagages ont été pris en charge immédiatement. Buvez à la réception. Aide très sympathique. Une expérience très positive. Les parcs sont très proches de l'hôtel. Le délicieux petit déjeuner était également très agréable. En raison des mesures corona, tout a été apporté à votre table par un personnel très sympathique. Rarement je me suis senti aussi bien accueilli que lors du ""goûter"" de l'après-midi à l'Empire State Club Lounge, plus comme un petit high tea. (Gratuit pour les clients du club à partir de 16h et fortement recommandé). Vous êtes vraiment choyé là-bas. Surtout le service personnel et amical de Mohammed (!) Nous a fait sourire et revenir. Pour les plats spéciaux, vous devez…",août,2021,None, None,août,2021,4,no,nl,44.933143,7.540121,None,None,None,None,None
Une princesse sauvé,"Nous revenons de notre week-end au Marvel hotel (étant des fans de super héros) tout le personnel a été au top du service petit dej,resto,boutique.... aux parcs Une mention spéciale à la gouvernante France qui a sauvé le séjour de notre louloutte (qui a eu un gros accident de chocolat chaud sur une robe de princesse qu'on pensait irrécupérable) Elle s'est démenée pour trouver un pressing le week et rendre une robe comme neuve à notre princesse. Nous avons passé deux jours de folies avec des prestations au TOP,encore un grand merci à toutes les équipes",août,2021,None, None,août,2021,5,yes,fr,44.933143,7.540121,None,None,None,None,None
Très bon hôtel,"C’est un hôtel refait à neuf, l’immersion de le monde de Marvel est immédiat! Les chambres, les restaurant, et l’hôtel en lui même sont décorés à la perfection.  Il y a qu’une seule ombre au tableau, le skyline bar, sa décoration est parfaite mais l’accueil est une autre histoire. Nous avons été placé au milieu de la salle, personne ne s’occupe de nous, lorsque nous interpellons une serveuse elle nous indique que nous faisons pas partie de sa partie de salle, et pour finir nous avons dû aller au bar nous même pour qu’un serveur daigne se déplacer pour nous ramener nos cocktails avec la glace qui avait déjà fondue!! Nous sommes très déçu de l’accueil.",août,2021,None, None,août,2021,5,yes,fr,44.933143,7.540121,None,None,None,None,None
Le pire hôtel,"La nourriture est horrible, le service est horrible. C'est trop cher et ça ne vaut pas le coup. Le personnel est pour la plupart arrogant, il y a cependant quelques membres du personnel adorables. Les chambres ne sont pas nettoyées, mais elles feront votre lit.",août,2021,None, None,août,2021,1,no,en,44.933143,7.540121,None,None,None,None,None
Cher pour les prestations,"Séjour de deux jours une nuit à l'hôtel MARVEL. La décoration est belle, le personnel sympathique comme dans tous les hôtels de Disney faits jusqu'à présent. Ni plus, ni moins. Cependant les chambres vu les prix laissent à désirer. Lits petits en taille pour des hôtels de ce prix, ménage pas au top, et finitions faites à la va vite (tache de peinture sur les carrelages de salle de bains, plinthes ..), toilettes dans la salle de bain et aucune vue de la chambre mise à part des toits !!  Pour notre part aucune intention particulière lors du séjour ou des cadeaux de bienvenue dans la chambre.  Vu les prix nous ne retourneront pas dans cet hôtel pour notre prochain séjour.",août,2021,None, None,août,2021,3,no,fr,44.933143,7.540121,None,None,None,None,None
Super hôtel !,"C'est notre premier séjour à l'hôtel New Art of Marvel. Ayant séjourné dans plusieurs hôtels différents sur place auparavant, je dois dire que celui-ci était de loin le meilleur. Le service de l'arrivée au départ était parfait. La nourriture dans les restaurants était de qualité supérieure. Le petit déjeuner était un ""buffet"" et nous étions bien nourris sans longues interruptions de service. Nous avons dîné au restaurant du centre-ville et après avoir commandé un gâteau d'anniversaire, le personnel a vraiment rendu la journée de nos jeunes garçons. Un merci spécial à Kevin qui s'est surpassé par son écoute et la qualité de son service. La piscine (intérieure et extérieure) était à une température confortable, propre et spacieuse. (Pas peu profond alors soyez conscient avec les petits enfants, beaucoup de sauveteurs et de sauveteurs) L'emplacement était super, à quelques pas du village. L'expérience de l'œuvre d'art et des héros était…",août,2021,Dublin,None,août,2021,5,no,en,53.3498006,-6.2602964,Irlande,Europe,53.3498019,-6.260254172727272,Dublin
Très bel hôtel,Si vos enfants ou vous même êtes fan de Marvel vous êtes au bon endroit !  Pour commencer le personnel est remarquable et très professionnel. Nous avions le service réception privée et salle de repos avec tea Time et nous ne sommes pas déçu de la prestation. Restaurant en buffet à volonté et l’italien très bon  . La décoration de cet hôtel est  juste époustouflante si vous êtes passionné de Marvel ! Des petites attentions et cadeaux tous les jours chambres faites régulièrement chaque jour . Piscine au top ( les enfants n’ont pas pied ) brassard ceinture à dispo .  Très bon séjour et vraiment merci au personnel,août,2021,None, None,août,2021,4,yes,fr,44.933143,7.540121,None,None,None,None,None
hôtel et service digne du Disneyland hôtel,"Nous avons été conquis par l’hôtel.  Le service est digne du Disneyland hôtel. Nous avons un grand professionnalisme du personnel. Les chambres sont grandes et modernes. Grandes serviettes pour s’envelopper le corps à la sortie du bain. Une TV immense, des lumières de partout. Un service au top (chambre faite plusieurs fois par jour et d’agréables attentions le soir sur le lit). Pour les prestations de l’hôtel : la piscine était très bien. Nous n’avons pas été emballés par le bar, mais le restaurant était un grand moment de plaisir. On a apprécié la formule à volonté, qui nous a permis de déguster agréablement  les différentes saveurs des plats. Le point photo avec Spiderman et les autres stations étaient très bien aussi. Nous avons regretté toutefois certaines choses : la porte…",août,2021,france,None,août,2021,5,no,fr,46.603354,1.8883335,None,None,None,None,None
Le top!,"Nous avions une réservation en chambre Empire State Club. La réception est top, individuel, dans un salon privatif. Nous avons d’abord eu droit à un rafraîchissement afin d’attendre qu’une personne soit dispo.  Tout était prêt, ils nous ont même trouvé des réservations dans le restaurant Manhattan pourtant complet.  La personne qui a fait notre enregistrement nous a accompagné dans notre chambre.  La chambre était magnifique et vraiment très agréable.  Les lits sont top, la vue sur le lac parfaite.  Les services de l’hôtel sont impeccables, les employés très sympathiques. Plusieurs petit cadeaux dans la chambre.  Les matelas sont hyper confortables.  La piscine est top pour se détendre après une journée au parc.  Les petits déjeuners sont pris dans un salon a part, le services…",août,2021,Mauvaisin, France,août,2021,5,yes,fr,43.3542,1.54989,None,None,None,None,None
Tres bien,"Pour l anniversaire de mon fils nous avions réservé à Disney, l'acceuil etait tres bien malgré beaucoup de monde, la chambre décoré sur le thème Marvel  le service bagagerie s est chargé de monter nos valises, on nous a offert un tableau Marvel et des cocktails (sans alcools). il y avait meme un service de voiturie.  La chambre très bien équipé, très bonne literie, très confortable, salle de bain très propre, chambre bien insonorisée  Depuis sa renovation l'Hotel est tres bien et tres design.  tres calme au niveau des chambres et dans l'ensemble de l'hotel.  Mon fils etait tres content de prendre des photos avec Spider Man à l hôtel, nous aussi d'ailleurs.",août,2021,Belgique,None,août,2021,4,no,fr,50.6402809,4.6667145,None,None,None,None,None
INCROYABLE SURPRISE,"Connaissant l'hotel New york avant sa rénovation, autant je le trouvais froid et sombre, autant la, je fus bluffée. Le hall est tellement lumineux, mais pas que. Des surprises nous attendent dans le hall. L'hôtel est super bien agencé et l'on ne peut pas se perdre. Les indications sont très claires. La rencontre avec Spiderman était juste géniale. Il faut réserver par contre. Les restaurants sont superbes et la chambre..... Outre le fait qu'elle n'est vraiment plus rien à voir avec l'ancienne, la déco est design et chic. Les lampes près des lits sont tellement originales, sans compter la télé sur le miroir.... la salle de bain est très fonctionnelle et les WC, une fois n'est pas coutume, sont séparés par une porte. Et la cerise sur le gâteau, des prises et des ports USB partout…",août,2021,Crepy-en-Valois, France,août,2021,5,no,fr,49.2358509,2.8900507,None,None,None,None,None
MARVELous,"Une expérience unique.  A mi chemin entre l’hôtel de luxe et le musée d’art moderne, le Disney’s New York, The art of Marvel, après sa profonde réhabilitation, est une véritable œuvre d’art.   La thématique new-yorkaise est toujours bien présente avec une touche Marvel hyper graphique sans tomber dans le « too much ».   Luxueux et élégant. Voilà les qualificatifs à retenir.  Quant au service, il est digne des standards attendus et des prétentions que ce nouvel hôtel souhaite imposer.   Si la magie Disney est toujours là ? Oui ! Avec une ambiance Marvel et une volonté de haut standing assumées.   Une seule envie : y retourner.",août,2021,Verdun, France,juillet,2021,5,no,fr,49.1589278,5.3867277,None,None,None,None,None
🎂🎂 Anniversaire de mon fils 🍰🍰,"Pour l anniversaire de mon fils nous avions réservé une semaine à Disney dans une chambre avec terrasse.  A peine arrivé le service bagagerie s est chargé de monter nos valises, on nous a offert un tableau Marvel et des cocktails  (sans alcools). Nous avons été très bien accueilli, la chambre décoré sur le thème Marvel (ballon, guirlande,gâteau...), nous avons même eu un appel téléphonique de la part de Mickey pour lui souhaiter un bon anniversaire, mon fils était émerveillé 😊😊 La chambre très bien équipé, très bonne literie, très confortable, salle de bain très propre. Télévision très chic intégrée. La conciergerie toujours au petit soin, notamment pour le restaurant que nous avions oublié de réserver et en 5 minutes nous avions notre table tous les soirs au restaurant…",août,2021,None, None,août,2021,5,yes,fr,44.933143,7.540121,None,None,None,None,None
