dateSejour,situation,titre_comm,comm,loc,langue,dateAvis,note,photo
janv. 2020, En famille,"EXCELLENT, MAIS UNIQUEMENT POUR LES FANS","Même avis que pour Disney Land Paris, mais avec des nuances : Le titre de mon avis est tout, et je pourrais le résumer en quelque chose d'aussi évident que Disney Land Paris (et Walt Disney Studios), sans Disney, n'est plus Disney Land Paris , ce qui semble TRÈS ÉVIDENT mais je continue à l'expliquer. Au cours des 3 jours où nous étions là-bas : - Nous nous sommes photographiés avec environ 2 ou 3 personnages, ou ce qui revient au même, 1 heure par personnage entre chercher où ils se trouvent, faire la queue monter, faire les photos, etc... donc, nous aurons consommé environ 3 heures à nous photographier avec eux.- Nous sommes entrés dans les magasins qu'il y a, bien qu'il y en ait moins qu'à Disney Land Paris, nous sommes entrés au moins quelques fois, à certains moments encore plus, nous laissant sans voix à quel point tout ce qu'ils vendent est beau et impressionnant, mais en prenant les comptes, vous y consommez une bonne partie du temps.- D'un autre côté, nous nous sommes aussi photographiés dans tous les coins du parc où il y avait quelque chose d'un film Disney, Dinosaure de Toy Story, Buzz, etc... Alors po nle encore 2 heures ou plus de photos diverses.- Bien sûr, évidemment, les spectacles, sauf celui avec les spécialistes de l'automobile, sont 100% Disney, comme celui de Frozen.- En ce qui concerne les attractions à THEME, entre les files d'attente (il y a toujours une file d'attente ici, mais nous analyserons cela plus tard), montez, faites-le et descendez, cela prendra presque 1 heure, et comme je l'ai dit, ne parlant que des thèmes, c'est-à-dire que vous faites un tour dans qui vous Ils racontent l'histoire de Ratatouille, par exemple.- Enfin, faites un aparté avec les attractions en tant que telles, celles avec une poussée d'adrénaline, elles ne sont pas, même de loin, comme celles d'autres parcs tels que Warner, Port Aventura, etc.. .les plus forts seraient en cinquième ou quatrième position dans ceux-ci, bien que les attractions les plus fortes soient à Walt Disney Studios, il s'agit plus d'un parc d'attractions que d'un parc à thème, Disney Land Paris étant le deuxième. de ce qui précède, si nous étions aux Studios pendant 1 jour, environ 10 heures, nous en consacrions un peu plus de 6 aux thèmes Disney Émus uniquement par notre énorme passion (qui dans notre cas existe) et moins de 4 attractions d'adrénaline, mais qui ne nous font pas décharger autant que d'autres parcs, nous devons vraiment apprécier de visiter ou non ce parc, qui est un THÈME parc, plus que des attractions. Je sais qu'à ce stade, vous réfléchirez à l'absurdité de mon opinion, mais je vous invite à réfléchir si vous passeriez un bon moment à Warner Bros sans être fans de Batman ou Superman, à Portaventura del Pájaro Loco, dans Terra Mítica de Heidi, etc... Je suis sûr que ce serait possible de le faire, alors qu'à Disney, si tu ne fais pas partie de son histoire et que tu as grandi avec, c'est compliqué. si vous devez choisir un parc pour libérer l'adrénaline, il y en a deux, choisissez celui-ci, car les attractions les plus fortes sont là.Enfin, nous allons évaluer la question des files d'attente et de l'affluence au parc, IL Y A TOUJOURS DU PERSONNE ici , dans notre cas nous y sommes allés en très basse saison (Le parc est divisé en 5 saisons d'affluence, très basse, b haha, moyen, haut et très haut) et les hôtels Disney étaient complets, la file d'attente moyenne était de 25/30 minutes, le fast pass n'est pas aussi avantageux qu'il n'y paraît, les personnages à photographier qui se rendaient sur rendez-vous se sont vendus au bout de 5 secondes ( Littéralement), et dans certaines attractions, comme Finding Nemo, qui n'a pas non plus de Fast Pass (je sais, c'est de Walt Disney Studios, ça ne va pas ici, mais je le mentionne) ils avaient jusqu'à 70 minutes de file d'attente, dit de Sinon, réfléchissez si vous préférez partir dans une ""belle"" saison (Noël, Halloween, etc...) mais faire la queue pendant 2 ou 3 heures, ou passer entre deux saisons (Dans notre cas nous sommes allés la semaine entre la fin de Noël et le début de Frozen) et pouvoir tout visiter, même avec les files d'attente, vous ne serez jamais seul.","Murcie, Espagne",es,None,"4,0 sur 5 bulles",yes
janv. 2020 , En couple,Passé un bon moment,"Nous avons eu la chance de passer jusqu'à 14 jours au parc Disney. Ce parc parmi les quatre que nous avons trouvé être le meilleur - il n'était pas aussi occupé que le royaume magique, ce qui nous a facilité l'accès aux manèges, etc. pique-nique. . . le personnel est incroyable et a toujours un sourire ou une vague qui vous fait vous sentir spécial. Nous avons rencontré quelques-uns des personnages de Disney et tous ont agi exactement comme s'ils étaient à la télévision et nous sommes vraiment entrés dans le personnage et nous n'avons jamais été pressés. Nous avons senti que même si nous avions 14 jours, nous ne pouvions faire que dix jours et nous étions tous Disney-Ed out😊","Inverness, UK",en,None,"4,0 sur 5 bulles",no
nov. 2019, En famille,"LE TUBE DE LONDRES EST MOINS DE MISÈRE QUE CELA, ET MOINS DE PLEIN !","des foules d'humanité réclamant plus d'une heure dans certains cas pour faire un tour de dix minutes pour les enfants. C'est à ce moment-là que les manèges étaient réellement ouverts! Des adultes sains d'esprit qui paient pour cela me dépassent. Nourriture affreuse, chaque restaurant faisant équipe avec des foules réclamant d'acheter des aliments malsains de type Mc Donalds hors de prix. Des couverts en plastique avec vos repas ! Juste une horrible musique de tannoy disney qui joue continuellement, j'étais tellement soulagé de quitter tout le parc. nous avions réservé trois jours. Je me suis assis près de l'hôtel pour les 2 derniers. C'est vraiment un endroit horrible et banal synthétique.","Bristol, UK",en,None,"1,0 sur 5 bulles",no
janv. 2020, En couple,Que la force soit avec vous,"Nous sommes venu lorsqu'il y avait pleins d'attractions en rénovation,  malgré cela nous avons pleinement profités du reste des attractions.Parc respectant largement son thème !","Pernes-Les-Fontaines, France",fr,None,"5,0 sur 5 bulles",no
janv. 2020 , En famille,Shambles en ce moment à cause des rénovations!,"Il n'y a qu'une poignée de manèges encore en activité et encore moins d'endroits où manger à moins que vous n'aimiez les hamburgers et les frites! 2 spectacles congelés et moteurs ! Les autres manèges ouverts sont le coureur de télévision, la tour de la terreur, le largage de parachute et les montagnes russes de Crush ! En raison du fait qu'il n'y a qu'une poignée de manèges, même aux heures calmes, les files d'attente sont si mauvaises. Utilisez des laissez-passer rapides ! Et quant à Lineberty pour saluer les personnages - encore plus une imposture. Pas assez de billets et essayez d'expliquer à un enfant qui passe devant une rencontre avec Mickey qu'il n'est pas autorisé à le rencontrer ? !","Leicester, UK",en,None,"2,0 sur 5 bulles",yes
janv. 2020 , En couple,Un merveilleux voyage,"Walt Disney lui-même est tout fantastique ... Le parc des Studios est plus petit que le parc principal mais toujours très beau et avec une attention aux moindres détails, y compris les spectacles","Naples, Italie",it,None,"5,0 sur 5 bulles",yes
janv. 2020 , En famille,Génial ,Étant venu il y'a quelques années je n'avais pas vraiment accroché au studio... mais aujourd'hui la saga star wars apporte vraiment un plus à ce parc!! Génial!!,"Paris, France",fr,None,"5,0 sur 5 bulles",no
déc. 2019, En couple,Bof,"Je pensais que cela s'était amélioré mais non...cette partie du parc n'a aucun intérêt à mes yeux...aucune magie, très peu d'attractions...l'entrée dans le studio est jolie et la rue de décors de cinéma aussi mais c'est bien là tout l'attrait de ce parc (rien à voir avec celui de Floride...il y a du boulot !)",Sainte Eulalie en born,fr,None,"3,0 sur 5 bulles",no
déc. 2019, En famille,Parc incroyable.,"C'est un parc Disney incroyable avec pas mal de choses à faire et à explorer comme rencontrer des personnages que vous ne trouverez pas dans le parc Magic Kingdom, différents manèges et une expérience de magasinage. Maintenant, je dirai que ce parc est loin d'être aussi proche que Magic Kingdom car il n'y a pas autant de temps, d'efforts ou d'énergie que Magic Kingdom, mais c'est toujours un endroit à visiter.","Wrexham, UK",en,None,"4,0 sur 5 bulles",no
janv. 2020 , En famille,Différent de ce à quoi je m'attendais.,"J'étais un peu surpris. Dans l'ensemble, les critiques ici n'étaient pas excellentes, mais je dois dire que nous avons vraiment apprécié Studio Park. Courtes distances. Bonnes attractions avec quelque chose pour tout le monde. Bien sûr, je ne veux pas parler des temps d'attente, mais la visite du studio, la Tour, Ratatouille et surtout le spectacle de cascades ont été de vrais moments forts ici. La nourriture n'était pas bon marché, mais c'était mieux que prévu ! Donc recommandation absolue!","Kleve, Allemagne",de,None,"4,0 sur 5 bulles",yes
janv. 2020 , Entre amis,Bien mais en travaux 🚧 ,Toujours aussi beau du côté du quartier de Ratatouille mais une partie du parc en travaux pour les Avengers.... ,"Rouen, France",fr,None,"3,0 sur 5 bulles",no
janv. 2020 , En couple,Des travaux et encore des travaux !,"Attractions génial, mais dommage qu'il y ait autant de travaux. Le film cinématique malheureusement plus à l'affiche","Ardres, France",fr,None,"4,0 sur 5 bulles",no
janv. 2020 , En famille,Merveilleux!,"On a fait les deux parcs dans la journée et clairement ce n’est pas assez! Pour profiter un Max des deux parcs prévoyez deux jours. Sinon, quelques attractions fermées pour rénovation ou à cause de la saison, mais dans l’ensemble on a pu faire ce qu’on voulait avec notre fille de 9 ans qui en a pris plein les yeux (et nous aussi d’ailleurs!)Les restaurants sont pris d’assaut le midi mais celui qu’on a fait était génial.Seul bémol, les visiteurs qui ne respectent rien... qui te passe devant dans les queues et qui fument dans tout le parc sans se soucier des enfants présents partout 😡","Paita, Nouvelle-Calédonie",fr,None,"4,0 sur 5 bulles",no
janv. 2020 , En famille,A FUIR ,Mais qu elle tristesse ce parc !Peu d attractions et trop d attentes personnel pas agréable excepté un Monsieur que nous avons croisé aujourd’hui qui s occupait de prendre nos réservations pour les photos avec Mickey.Nous sommes allés vers Olaf et la du personnel féminin (très arrogantes ) nous a traité comme des moins que rien en nous refusant car soit disant c était complet et que nous avions un numéro.Si c’est complet ok je me dis que l application doit deconné par contre il faut respecter les gens .Plusieurs personnes ont dit que c était une honte.Cela enlève la magie et c’est bien dommage dans un parc à la base si joli.En tout cas tout cumulé cela ne donne plus envie de revenir .,"Genas, France",fr,None,"2,0 sur 5 bulles",no
janv. 2020 , En famille,Brillant,"Nous avons visité début janvier et avons réussi à faire le parc en une demi-journée, y compris un arrêt à Chez Remy pour le déjeuner. Un petit parc génial et qui ne devrait être encore amélioré qu'avec les agrandissements à venir dans les prochaines années. Très propre et temps d'attente pas trop mal lors de notre visite non plus.","Newcastle upon Tyne, UK",en,None,"5,0 sur 5 bulles",yes
janv. 2020 , En famille,ambiance de fou ,ce parc est juste trop bien !!! celui-ci est réserver au cinema quand même avec les décorations. on peut y profiter de l'âge enfant à l'adolescence jusqu'à l'âge adulte. ,"Montauban, France",fr,None,"5,0 sur 5 bulles",no
déc. 2019 , En famille,A découvrir,"Dans la continuité de Disneyland avec de belles découvertes, des scènes de films ,vive les sensations !!!!!",21 contributions,fr,None,"5,0 sur 5 bulles",yes
nov. 2019 , En famille,Pas grand chose à faire,Nous sommes de grands fans de Disney et avons visité des parcs partout dans le monde. Ce parc manque de manèges et d'attractions. Le trajet du film backlot est médiocre. Beaucoup de conduite à travers pas beaucoup pour enfin voir la scène des camions et du métro. C'était joli en novembre et nous avons apprécié les étals de Noël en particulier le vin chaud. Crush est une très bonne balade mais les files d'attente peuvent être longues pour cela.,"Poole, UK",en,None,"4,0 sur 5 bulles",yes
déc. 2019 , Entre amis,Génial,"Ce parc est génial, plus petit que Disneyland, on a donc eu le temps de faire toutes les attractions dans l'après-midi. Les animations proposées sont différentes de celles de Disneyland ce qui est un plus quand on y reste plusieurs jours ! Différentes mais tout aussi géniale, mention spéciale au village de ratatouille qui est juste adorable 😊","Montpellier, France",fr,None,"5,0 sur 5 bulles",no
janv. 2020, En famille,La plupart des animations sont fermées,"Fermeture du cinéma pour changement de film, Fermeture d'aérosmith pour travaux, etc.Une attente de plus d'une heure à la tour de la terreur.Des tarifs en continuelle augmentation.Ou est passée la magie de Disney?Le seul point positif est l'amabilité du personnel",Saint Bauzille de Montmel,fr,None,"3,0 sur 5 bulles",no
janv. 2020, En couple,Magnifique,"Si vous venez à Disneyland, vous ne pouvez pas non plus manquer les Studios. Des attractions et spectacles pour petits et grands, du spectacle La Reine des neiges à l'attraction Ratatouille, en passant par le tram faisant le tour des studios.",Roma,it,None,"5,0 sur 5 bulles",no
févr. 2019 , En famille,Nul et hors de prix ,"Même gratuitement hôtels,parc et repas compris je n'irais plus,sur 12h de parc on attend 9h si on veut profiter des attractions(le seul spectacle qui vous en met plein les yeux est le Disney illuminations(feu d'artifice sur le château) sinon pour le reste c'est une pompe à fric,et une journée épuisante à attendre,pour rentrer,attendre pour manger,attendre pour faire une pause pipi,attendre pour tout,tout et tout... Ça fait cher pour flâner et attendre... Horrible expérience que ce parc qui n'évolue pas depuis 2002 et l'ouverture de son pitoyable 2ème parc Walt Disney studioMerci a Europa park d'exister,Disneyland ne t'arrive pas à la cheville 😉",13 contributions,fr,None,"1,0 sur 5 bulles",no
janv. 2020 , En famille,Tres bonne journee,"Parc toujours propre,attractions au top ratatouille super très bien fait,temps d attente raisonnable","Duclair, France",fr,None,"5,0 sur 5 bulles",no
déc. 2019, En famille,un spectacle,"Malgré le nombre exagéré de visiteurs, je vous recommande de visiter au moins une fois dans votre vie. Pour petits et grands Excellente organisation et propreté du parc.","Seixal, Portugal",pt,None,"5,0 sur 5 bulles",no
